expID,plate,strain,carbonSource,growthRate,maxLnOD,lagPhase
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Citramalic Acid",0.155254115027051,-0.990206453972462,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","D-Glucosamine",0.0827727855881644,-1.38031224773094,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","2-Hydroxy Benzoic Acid",0.0673682685916335,-1.79757633339842,0.354555555555556
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","4-Hydroxy Benzoic Acid",0.283225156663132,-0.732928024273799,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","beta-Hydroxy Butyric Acid",0.07976345290808,-0.859437885706737,0.531833333333333
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","gamma-Hydroxy Butyric Acid",0.0401740912295068,-1.59948754676238,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","a-Keto-Valeric Acid",0.130676540113923,-1.4134600053802,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Itaconic Acid",0.204517346359151,-0.898696443033952,0.177277777777778
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","5-Keto-D-Gluconic Acid",0.0440579053358468,-1.65025989826201,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","D-Lactic Acid Methyl Ester",0.0634995549909737,-1.20363953082592,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Malonic Acid",0.175583859178438,-1.06827707457802,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Melibionic Acid",0.0486192981871975,-1.65130212548282,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Oxalic Acid",0.0625600260268988,-1.55069742123339,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Oxalomalic Acid",0.0174490858017983,-1.38669444791503,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Quinic Acid",0.0186531754775432,-1.0610275210388,24.6416111111111
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","D-Ribono-1,4-Lactone",0.110566773983376,-1.65025989826201,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Sebacic Acid",0.109404909700921,-1.0032112213295,43.0785
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Sorbic Acid",0.194123194238321,-0.977634387338651,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Succinamic Acid",0.251769498562932,-0.972332137130978,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","D-Tartaric Acid",0.0252821423724927,-1.49165490326867,38.292
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","L-Tartaric Acid",0.0665495571253309,-1.55826961679866,24.4643333333333
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Acetamide",0.13167337757203,-1.59061619352345,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","L-Alaninamide",0.120926074239368,-1.23580752161064,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","N-Acetyl-L-Glutamic Acid",0.0930238654766724,-0.370629010956368,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","L-Arginine",0.167699057063928,-0.92912272554164,11.5230555555556
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Glycine",0.160872842826003,-1.35247282592059,23.0461111111111
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","L-Histidine",0.0775315717909738,-0.852142929379773,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","L-Homoserine",0.00308281195965278,-2.0129050435774,45.2058333333333
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Hydroxy-L-Proline",0.045332652077369,-0.629796860941573,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","L-Isoleucine",0.0582009989259215,-0.845599279981962,0.709111111111111
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","L-Leucine",0.0930466293085204,-0.833789528254782,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","L-Lysine",0.130563195595905,-1.18319021859613,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","L-Methionine",0.0258210791420343,-1.69173313483969,0
